ID	GeneID	geneSymbol	chr	strand	IncLevel1	IncLevel2	PValue	event
3205	ENSG00000111731.12_2	C2CD5	chr12	-	NA,0.33,1.0,1.0,1.0,NA,0.0,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,NA,1.0,1.0,1.0,1.0,NA,0.523,NA	1.0,1.0,1.0,0.562,0.078,NA,NA,1.0,NA,1.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA	1	MXE
3207	ENSG00000183091.19_2	NEB	chr2	-	NA,NA,1.0,0.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3208	ENSG00000183091.19_2	NEB	chr2	-	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	1	MXE
3209	ENSG00000123191.14_2	ATP7B	chr13	-	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.667,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
3210	ENSG00000123191.14_2	ATP7B	chr13	-	NA,NA,NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA	1.0,NA,NA,NA,1.0,0.0,0.0,NA,NA,NA,0.957,NA,NA,0.0,NA,0.76,NA,NA,NA,NA	1	MXE
3211	ENSG00000123191.14_2	ATP7B	chr13	-	NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
3212	ENSG00000243716.6	NPIPB5	chr16	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3213	ENSG00000108799.12_1	EZH1	chr17	-	0.0,0.0,1.0,0.0,0.0,NA,1.0,NA,0.251,0.251,NA,0.0,0.0,1.0,0.936,1.0,0.0,1.0,1.0,1.0,1.0,NA,0.441,0.0	0.218,1.0,0.0,0.843,0.0,NA,NA,NA,0.0,0.848,0.308,NA,0.544,0.941,NA,0.875,NA,NA,0.0,NA	1	MXE
3214	ENSG00000108799.12_1	EZH1	chr17	-	0.008,0.686,NA,0.801,0.731,NA,1.0,1.0,0.93,0.0,1.0,0.0,0.02,NA,0.959,NA,0.522,NA,1.0,1.0,NA,NA,0.172,0.493	0.788,1.0,0.92,0.0,0.694,NA,NA,NA,0.041,0.327,0.312,NA,0.548,0.0,NA,0.0,1.0,NA,0.062,NA	1	MXE
3215	ENSG00000108799.12_1	EZH1	chr17	-	NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,NA,1.0,NA,NA,1.0,0.084,1.0,1.0,NA,1.0,NA,NA,NA,1.0,1.0,NA,NA	1	MXE
3216	ENSG00000108509.20_1	CAMTA2	chr17	-	0.244,0.664,NA,0.0,1.0,0.0,NA,0.148,0.964,NA,0.0,NA,0.0,0.076,0.472,1.0,NA,1.0,0.274,0.0,NA,0.0,0.0,0.795	0.184,1.0,NA,0.521,1.0,1.0,1.0,0.0,1.0,0.0,0.139,NA,0.713,0.0,NA,0.0,0.0,NA,0.0,NA	1	MXE
3217	ENSG00000108509.20_1	CAMTA2	chr17	-	0.377,0.038,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.328,NA,NA,NA,0.357,0.0,NA,0.0,0.0,0.879	0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,0.0,NA,0.0,0.029,NA,0.0,0.0,NA,0.0,NA	1	MXE
3218	ENSG00000108509.20_1	CAMTA2	chr17	-	0.331,0.031,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.485,NA,NA,NA,0.312,0.0,NA,0.0,0.0,0.856	0.165,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,0.817,NA,0.0,0.047,NA,0.096,0.0,NA,0.0,NA	1	MXE
3219	ENSG00000108509.20_1	CAMTA2	chr17	-	0.312,0.312,0.0,0.0,0.55,0.0,NA,0.196,0.679,0.0,NA,NA,0.0,0.068,0.521,1.0,NA,1.0,0.346,0.0,NA,0.0,0.0,0.167	0.178,0.106,NA,0.515,1.0,1.0,1.0,0.0,0.671,0.0,0.052,NA,0.777,0.0,NA,0.0,0.0,NA,0.0,NA	1	MXE
3220	ENSG00000108509.20_1	CAMTA2	chr17	-	0.459,0.009,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,0.372,NA,NA,NA,0.437,0.0,NA,0.0,0.0,0.274	0.0,0.0,NA,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.015,NA,0.0,0.0,NA,0.0,NA	1	MXE
3221	ENSG00000108509.20_1	CAMTA2	chr17	-	0.41,0.007,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,0.534,NA,NA,NA,0.389,0.0,NA,0.0,0.0,0.236	0.159,0.0,NA,0.0,NA,NA,NA,0.0,0.0,0.0,0.6,NA,0.0,0.024,NA,0.044,0.0,NA,0.0,NA	1	MXE
3223	ENSG00000197948.10_1	FCHSD1	chr5	-	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3224	ENSG00000048392.11_1	RRM2B	chr8	-	NA,1.0,1.0,NA,1.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	1.0,NA,0.038,NA,0.0,NA,NA,0.0,NA,1.0,NA,NA,1.0,0.0,NA,0.0,NA,1.0,NA,NA	1	MXE
3225	ENSG00000166233.13_2	ARIH1	chr15	+	0.0,0.0,0.0,NA,0.26,NA,0.0,0.0,0.0,NA,0.0,1.0,0.061,NA,0.0,0.0,1.0,NA,0.0,1.0,NA,0.0,0.162,0.67	0.0,NA,0.175,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,0.053,0.0,NA,0.0,NA,NA,0.0,NA	1	MXE
3227	ENSG00000119318.12_2	RAD23B	chr9	+	0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.025,NA,NA,0.0,0.013,0.0,0.0,0.481,0.019,0.111,0.0,NA,0.0,0.0	0.025,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,NA,0.0,0.0,NA,0.0,NA	1	MXE
3228	ENSG00000239521.7_2	GATS	chr7	-	1.0,1.0,1.0,1.0,1.0,0.673,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,0.099,1.0,1.0,1.0,1.0	1.0,0.992,0.735,0.329,1.0,NA,NA,1.0,1.0,0.797,1.0,NA,0.873,NA,1.0,NA,1.0,NA,NA,NA	1	MXE
3230	ENSG00000226174.6_2	TEX22	chr14	+	NA,NA,NA,0.529,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,0.521,NA,1.0,NA,0.0,1.0,NA,NA,NA,1.0,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3231	ENSG00000164609.9_1	SLU7	chr5	-	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3233	ENSG00000128536.15_2	CDHR3	chr7	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3235	ENSG00000180229.12_2	HERC2P3	chr15	-	NA,NA,1.0,0.0,1.0,NA,NA,NA,NA,0.431,0.0,NA,NA,0.0,0.966,NA,NA,NA,1.0,0.0,NA,NA,0.0,NA	1.0,0.82,NA,NA,0.0,1.0,1.0,NA,NA,1.0,1.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	1	MXE
3236	ENSG00000124198.8_1	ARFGEF2	chr20	+	NA,0.0,0.0,0.161,0.0,0.0,NA,0.0,0.992,0.651,0.0,NA,NA,0.77,0.032,0.0,NA,0.0,0.0,0.197,1.0,NA,0.041,0.0	0.566,1.0,0.0,0.0,0.0,NA,NA,NA,0.0,1.0,0.221,NA,0.658,0.235,NA,0.177,0.888,NA,NA,NA	1	MXE
3238	ENSG00000012817.15_1	KDM5D	chrY	-	0.95,0.061,0.0,0.624,0.569,1.0,NA,1.0,1.0,0.273,NA,0.71,0.223,1.0,0.0,1.0,0.718,1.0,0.262,NA,1.0,1.0,0.627,0.992	0.501,0.033,0.208,1.0,0.598,NA,NA,NA,1.0,1.0,0.918,NA,0.981,1.0,1.0,1.0,0.0,NA,1.0,NA	1	MXE
3239	ENSG00000012817.15_1	KDM5D	chrY	-	NA,NA,0.136,0.768,1.0,0.0,0.0,0.655,0.0,0.662,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,0.016,1.0,0.688,NA	0.0,0.964,0.0,NA,0.734,NA,NA,NA,0.263,0.413,1.0,NA,0.0,1.0,0.0,1.0,0.189,NA,0.0,NA	1	MXE
3240	ENSG00000080947.14_1	CROCCP3	chr1	-	NA,0.0,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0	NA,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3241	ENSG00000164808.16_2	SPIDR	chr8	+	1.0,NA,1.0,0.94,1.0,NA,NA,1.0,NA,0.077,0.954,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,0.266,1.0,0.0,0.955,1.0	1.0,0.981,1.0,1.0,0.731,NA,1.0,0.031,1.0,1.0,0.087,NA,1.0,1.0,0.0,1.0,1.0,NA,NA,NA	1	MXE
3242	ENSG00000164808.16_2	SPIDR	chr8	+	0.977,0.0,0.065,0.812,0.753,NA,NA,0.801,NA,1.0,1.0,NA,1.0,1.0,0.035,1.0,NA,1.0,0.056,1.0,1.0,0.0,0.897,0.393	0.586,1.0,0.694,0.521,0.664,NA,1.0,1.0,0.848,0.543,1.0,NA,1.0,0.956,NA,0.943,1.0,0.0,NA,NA	1	MXE
3243	ENSG00000164808.16_2	SPIDR	chr8	+	0.0,0.0,0.0,0.217,0.0,NA,NA,0.0,NA,1.0,1.0,NA,NA,NA,0.0,NA,NA,NA,0.0,1.0,NA,0.342,0.294,0.0	0.0,1.0,0.0,0.0,0.422,NA,NA,1.0,0.0,0.0,1.0,NA,NA,0.0,1.0,0.0,NA,0.0,NA,NA	1	MXE
3244	ENSG00000164808.16_2	SPIDR	chr8	+	0.0,0.747,0.065,0.418,0.836,NA,NA,0.57,0.0,NA,1.0,1.0,NA,1.0,0.408,NA,1.0,1.0,0.315,NA,NA,0.0,0.538,0.217	0.666,0.632,0.138,0.0,0.132,1.0,1.0,NA,0.669,0.455,1.0,NA,1.0,0.988,NA,0.979,1.0,0.001,NA,NA	1	MXE
3245	ENSG00000164808.16_2	SPIDR	chr8	+	NA,NA,NA,0.061,0.0,NA,1.0,0.0,1.0,0.0,0.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA	0.0,0.934,1.0,1.0,1.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
3247	ENSG00000149809.14_2	TM7SF2	chr11	+	NA,0.0,NA,0.0,NA,NA,NA,1.0,0.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,1.0	NA,0.0,NA,0.0,0.0,NA,NA,NA,NA,0.0,0.082,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
3248	ENSG00000149809.14_2	TM7SF2	chr11	+	NA,0.0,NA,NA,NA,NA,NA,0.477,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3249	ENSG00000149809.14_2	TM7SF2	chr11	+	0.0,0.0,0.0,0.089,0.0,0.063,NA,1.0,0.0,0.0,0.458,NA,0.0,0.018,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.158,0.0	0.0,0.027,0.0,0.0,1.0,NA,NA,NA,0.0,0.0,0.121,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA	1	MXE
3250	ENSG00000165929.12_2	TC2N	chr14	-	NA,NA,NA,0.258,0.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.405,NA,NA,NA,0.348,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
3251	ENSG00000109466.13_2	KLHL2	chr4	+	0.446,0.664,0.227,0.57,0.0,0.0,0.0,0.017,0.954,0.042,1.0,NA,0.514,0.197,0.645,0.0,0.005,NA,0.649,0.454,0.74,NA,0.669,0.973	0.356,0.0,1.0,0.71,0.0,0.0,0.0,1.0,0.19,0.495,0.179,NA,0.783,0.616,NA,0.614,0.0,1.0,0.053,1.0	1	MXE
3256	ENSG00000196141.13_2	SPATS2L	chr2	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3257	ENSG00000196141.13_2	SPATS2L	chr2	+	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3258	ENSG00000064225.12_2	ST3GAL6	chr3	+	NA,0.0,0.0,0.247,NA,NA,NA,0.0,1.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,1.0,NA,NA,NA,0.0,NA,0.0,NA	1	MXE
3261	ENSG00000166435.15_2	XRRA1	chr11	-	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0	0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3262	ENSG00000141699.10_2	FAM134C	chr17	-	NA,1.0,NA,0.0,0.729,NA,NA,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0	NA,NA,0.0,0.0,1.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
3263	ENSG00000134014.16_2	ELP3	chr8	+	NA,0.0,0.0,0.743,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.258,NA	0.0,NA,0.0,0.634,NA,NA,0.0,0.0,1.0,0.0,0.0,NA,0.044,0.0,NA,0.0,0.0,NA,NA,NA	1	MXE
3264	ENSG00000163596.16_2	ICA1L	chr2	-	0.0,NA,0.0,0.176,0.0,NA,0.0,NA,1.0,0.0,1.0,NA,0.0,0.014,0.472,0.71,0.0,1.0,1.0,0.0,0.0,1.0,0.152,0.429	0.0,0.0,0.472,0.0,NA,1.0,NA,0.0,0.361,0.292,0.435,NA,0.084,0.506,NA,0.401,0.0,0.0,0.0,NA	1	MXE
3265	ENSG00000163596.16_2	ICA1L	chr2	-	NA,1.0,NA,1.0,NA,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,1.0,0.0	NA,NA,NA,1.0,0.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3266	ENSG00000163596.16_2	ICA1L	chr2	-	0.0,1.0,1.0,0.537,0.0,0.0,NA,NA,NA,0.0,1.0,0.0,0.0,NA,0.0,NA,NA,NA,0.0,0.0,NA,0.0,0.279,0.0	NA,NA,0.0,0.733,0.0,NA,NA,1.0,0.0,0.556,0.043,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	1	MXE
3267	ENSG00000162298.17_2	SYVN1	chr11	-	NA,NA,1.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.707,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0	0.018,NA,1.0,0.63,1.0,NA,NA,1.0,NA,0.405,NA,NA,0.102,1.0,NA,1.0,NA,NA,0.0,NA	1	MXE
3270	ENSG00000011347.9_2	SYT7	chr11	-	1.0,0.968,0.0,0.983,0.681,0.571,NA,1.0,1.0,1.0,0.922,NA,1.0,0.253,0.97,1.0,NA,1.0,0.92,NA,NA,1.0,0.703,1.0	0.692,1.0,1.0,0.498,0.616,1.0,1.0,0.0,1.0,0.271,0.371,NA,1.0,1.0,NA,1.0,0.967,NA,NA,NA	1	MXE
3271	ENSG00000011347.9_2	SYT7	chr11	-	NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,0.0,NA,1.0,0.0,0.0,0.0,NA,1.0,0.0,NA,0.0,NA,0.0,NA	0.0,NA,0.0,0.02,0.0,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	1	MXE
3272	ENSG00000011347.9_2	SYT7	chr11	-	1.0,1.0,0.0,0.855,0.714,1.0,1.0,1.0,1.0,1.0,0.503,NA,1.0,0.291,0.876,1.0,NA,1.0,0.807,NA,0.0,1.0,0.661,1.0	0.781,1.0,0.235,0.193,0.516,1.0,1.0,0.0,0.952,0.357,0.719,NA,1.0,0.78,NA,0.762,0.802,NA,NA,NA	1	MXE
3273	ENSG00000011347.9_2	SYT7	chr11	-	NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,0.434,1.0,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	MXE
3274	ENSG00000011347.9_2	SYT7	chr11	-	NA,1.0,1.0,0.839,0.957,1.0,0.0,1.0,1.0,NA,0.0,1.0,NA,1.0,0.984,0.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0	0.681,1.0,NA,1.0,1.0,NA,NA,1.0,0.659,1.0,0.57,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	MXE
3275	ENSG00000011347.9_2	SYT7	chr11	-	NA,1.0,1.0,0.878,1.0,1.0,NA,0.995,1.0,NA,0.049,1.0,NA,0.982,1.0,0.0,NA,1.0,1.0,1.0,NA,1.0,0.954,1.0	1.0,1.0,0.0,0.61,0.786,NA,NA,1.0,1.0,0.954,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	1	MXE
3276	ENSG00000115310.17_2	RTN4	chr2	-	0.189,0.403,0.205,0.34,0.539,0.311,0.0,0.309,0.402,0.729,0.212,0.0,0.196,0.652,0.327,0.118,0.959,0.472,0.269,0.84,0.397,0.309,0.517,0.764	0.37,0.454,0.161,0.682,0.609,1.0,1.0,0.229,0.518,0.339,0.445,NA,0.47,0.539,1.0,0.525,0.11,0.0,0.903,NA	1	MXE
3279	ENSG00000134444.13_2	KIAA1468	chr18	+	1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,1.0,1.0	1.0,NA,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,0.97,NA,0.97,NA,1.0,1.0,NA	1	MXE
3281	ENSG00000100578.14_2	KIAA0586	chr14	+	0.0,1.0,NA,0.0,NA,NA,NA,NA,0.054,NA,0.221,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,0.035,1.0,0.298,0.0	NA,NA,1.0,NA,1.0,NA,NA,NA,NA,0.281,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA	1	MXE
3283	ENSG00000137478.14_2	FCHSD2	chr11	-	0.063,NA,0.0,NA,0.0,1.0,NA,0.0,0.0,NA,0.0,NA,0.1,0.0,0.0,NA,NA,NA,0.0,1.0,0.0,NA,0.302,0.157	0.435,NA,NA,NA,1.0,NA,NA,0.0,0.0,0.0,0.423,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA	1	MXE
3284	ENSG00000104808.7_1	DHDH	chr19	+	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3285	ENSG00000157625.15_1	TAB3	chrX	-	NA,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.303,0.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA	0.23,NA,0.65,NA,0.0,NA,NA,NA,0.0,0.189,0.01,NA,0.982,NA,NA,0.0,NA,NA,NA,NA	1	MXE
3286	ENSG00000105655.18_2	ISYNA1	chr19	-	NA,NA,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA	0.154,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3288	ENSG00000117682.16_1	DHDDS	chr1	+	NA,NA,1.0,NA,1.0,NA,NA,0.733,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,1.0,NA,0.0,1.0,1.0,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,0.768,NA,1.0,1.0,NA,1.0,NA,NA,NA,NA	1	MXE
3290	ENSG00000081154.11_1	PCNP	chr3	+	NA,NA,NA,0.66,1.0,0.413,NA,0.751,0.064,1.0,0.116,NA,NA,1.0,0.961,NA,0.0,0.0,0.931,0.967,1.0,1.0,0.838,1.0	NA,NA,1.0,0.616,NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,0.591,NA,0.687,NA,1.0,1.0,1.0	1	MXE
3291	ENSG00000162390.17_1	ACOT11	chr1	+	0.0,NA,NA,0.603,NA,NA,NA,1.0,NA,0.0,NA,NA,NA,0.648,1.0,NA,NA,0.0,1.0,0.0,NA,NA,0.0,0.259	NA,NA,NA,1.0,0.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1	MXE
3292	ENSG00000172366.19_2	MCRIP2	chr16	+	NA,NA,NA,1.0,NA,0.0,NA,1.0,1.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.506,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	1	MXE
3293	ENSG00000172366.19_2	MCRIP2	chr16	+	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.185,NA	NA,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,1.0,NA,1.0,NA,NA,0.0,NA	1	MXE
3294	ENSG00000076513.16_2	ANKRD13A	chr12	+	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3296	ENSG00000115762.16_2	PLEKHB2	chr2	+	0.0,0.36,0.219,0.393,0.971,0.636,0.993,0.812,0.844,0.393,0.0,NA,0.0,0.026,0.487,NA,NA,1.0,0.546,NA,0.275,0.487,0.613,0.276	0.508,0.917,0.431,0.337,0.0,1.0,1.0,0.0,0.182,0.35,0.803,NA,0.0,0.0,NA,0.0,0.103,0.905,NA,NA	1	MXE
3297	ENSG00000115762.16_2	PLEKHB2	chr2	+	NA,0.952,1.0,0.769,1.0,1.0,1.0,0.988,1.0,1.0,0.0,NA,NA,0.105,0.951,NA,NA,0.834,0.896,NA,1.0,1.0,0.897,1.0	1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,0.486,0.378,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	1	MXE
3298	ENSG00000115762.16_2	PLEKHB2	chr2	+	NA,0.947,1.0,0.687,0.943,1.0,1.0,0.852,1.0,0.74,NA,NA,NA,0.061,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,0.798,1.0	1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,0.463,0.497,1.0,NA,NA,NA,NA,NA,0.1,1.0,NA,NA	1	MXE
3299	ENSG00000162105.17_2	SHANK2	chr11	-	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3300	ENSG00000162105.17_2	SHANK2	chr11	-	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
3303	ENSG00000138750.14_1	NUP54	chr4	-	NA,0.0,NA,0.491,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA,0.637,1.0,1.0,NA,NA,1.0,NA,1.0,1.0,NA,1.0	0.019,NA,0.204,NA,1.0,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	1	MXE
