ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1695	"ENSG00000156170.12_2"	"NDUFAF6"	chr8	+	96044222	96044326	96047681	96047804	96037295	96037433	96053797	96053854	1695	0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	148,35,0,0,3,0,0,0,2,19,0,0,81,0,18,0,0,0,9,3,36,0,0,11	0,42,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0	0,0,1,18,9,0,0,0,19,47,6,0,0,0,0,1,0,0,0,0	254	273	1	1.0	0.0,0.0,NA,NA,0.0,NA,NA,1.0,0.0,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0	NA,1.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,NA,1.0,NA,NA,0.0,NA,NA,NA,NA	-0.139
1696	"ENSG00000156170.12_2"	"NDUFAF6"	chr8	+	96048529	96048722	96052933	96053155	96047681	96047804	96053797	96053854	1696	0,0,0,0,0,0,0,0,0,0,34,0,0,0,3,0,0,0,0,0,0,0,0,0	0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0	0,0,0,0,0,53,18,0,0,0,2,0,0,0,0,0,0,0,0,0	343	372	1	1.0	NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.25
1697	"ENSG00000156170.12_2"	"NDUFAF6"	chr8	+	96048598	96048722	96052933	96053155	96047681	96047804	96053797	96053854	1697	0,9,36,0,0,0,0,0,0,0,72,0,0,0,3,0,0,0,0,0,0,0,0,0	0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0	0,0,0,0,0,53,18,0,0,0,2,0,0,0,0,0,0,0,0,0	274	372	1	1.0	NA,1.0,0.844,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,1.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	0.369
1698	"ENSG00000071205.11_1"	"ARHGAP10"	chr4	+	148800382	148800489	148802988	148803083	148796171	148796301	148827788	148827870	1698	0,0,19,0,70,0,0,0,0,6,1,0,0,34,2,0,0,0,1,0,0,8,1,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,1,0,0	18,0,0,0,15,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	257	245	1	1.0	NA,NA,1.0,NA,1.0,NA,NA,NA,NA,0.851,1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,0.0,NA,0.884,1.0,NA	1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.127
1699	"ENSG00000175061.17_1"	"LRRC75A-AS1"	chr17	+	16342640	16342728	16342973	16343017	16342351	16342374	16343498	16343567	1699	0,0,0,0,67,0,0,20,0,18,0,0,0,35,0,0,0,17,1,0,0,0,2,9	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,6,9,0,0,0,0,0,0,53,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	238	194	1	1.0	NA,NA,NA,NA,1.0,NA,NA,1.0,NA,0.936,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,NA,NA,NA,1.0,1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.008
1700	"ENSG00000175061.17_1"	"LRRC75A-AS1"	chr17	+	16344387	16344444	16364206	16364559	16343498	16343567	16366146	16366255	1700	0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	27,0,0,54,0,0,0,0,6,0,0,0,6,0,0,2,27,0,0,0	0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	207	503	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	1.0,0.0,NA,1.0,0.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,1.0,NA,NA,NA	0.25
1701	"ENSG00000120253.13_1"	"NUP43"	chr6	-	150059778	150059914	150063525	150063706	150057606	150057758	150064773	150064851	1701	75,0,0,21,0,0,1,1,0,0,0,0,41,45,1,0,0,0,0,0,0,0,4,38	0,0,65,2,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,24,0,0,0,0	0,21,30,20,24,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0	0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	331	286	1	1.0	1.0,NA,0.0,0.901,NA,NA,1.0,1.0,NA,NA,NA,NA,1.0,0.324,1.0,NA,NA,NA,NA,0.0,NA,NA,1.0,1.0	NA,1.0,1.0,0.742,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.201
1709	"ENSG00000115484.14_1"	"CCT4"	chr2	-	62107420	62107529	62110593	62110683	62106003	62106146	62112154	62112207	1709	1,50,0,0,8,57,0,12,0,2,115,0,1,70,0,0,0,0,2,23,0,0,0,0	0,36,4,90,27,2,0,164,206,0,118,0,0,131,13,0,3,0,11,46,0,0,16,22	61,4,0,118,0,0,0,0,25,17,78,0,4,2,0,0,0,0,28,0	119,2,38,68,2,0,0,6,31,34,29,0,37,111,0,65,0,0,1,0	240	259	1	1.0	1.0,0.6,0.0,0.0,0.242,0.969,NA,0.073,0.0,1.0,0.513,NA,1.0,0.366,0.0,NA,0.0,NA,0.164,0.35,NA,NA,0.0,0.0	0.356,0.683,0.0,0.652,0.0,NA,NA,0.0,0.465,0.35,0.744,NA,0.104,0.019,NA,0.0,NA,NA,0.968,NA	0.015
1710	"ENSG00000116221.15_1"	"MRPL37"	chr1	+	54675618	54675804	54678173	54678331	54665839	54666262	54681813	54682017	1710	85,0,0,10,30,0,0,0,0,0,0,145,34,86,46,0,0,4,11,0,82,0,3,28	22,0,0,24,3,72,290,40,42,74,0,0,18,102,69,0,0,1,28,52,0,0,0,31	16,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,0,0	169,0,2,64,4,0,0,2,0,46,27,0,181,16,0,6,0,0,0,0	336	308	1	1.0	0.78,NA,NA,0.276,0.902,0.0,0.0,0.0,0.0,0.0,NA,1.0,0.634,0.436,0.379,NA,NA,0.786,0.265,0.0,1.0,NA,1.0,0.453	0.08,NA,0.0,0.0,0.0,NA,NA,0.0,NA,0.418,0.0,NA,0.0,0.0,NA,0.0,1.0,NA,NA,NA	0.303
1711	"ENSG00000116221.15_1"	"MRPL37"	chr1	+	54675620	54675804	54678173	54678331	54665839	54666262	54681813	54682017	1711	85,0,0,0,30,0,0,0,0,0,0,145,34,86,46,0,0,4,11,0,82,0,3,28	22,0,0,24,3,72,290,40,42,74,0,0,18,102,69,0,0,1,28,52,0,0,0,31	16,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,0,0	169,0,2,64,4,0,0,2,0,46,27,0,181,16,0,6,0,0,0,0	334	308	1	1.0	0.781,NA,NA,0.0,0.902,0.0,0.0,0.0,0.0,0.0,NA,1.0,0.635,0.437,0.381,NA,NA,0.787,0.266,0.0,1.0,NA,1.0,0.454	0.08,NA,0.0,0.0,0.0,NA,NA,0.0,NA,0.419,0.0,NA,0.0,0.0,NA,0.0,1.0,NA,NA,NA	0.288
1713	"ENSG00000128595.16_2"	"CALU"	chr7	+	128394315	128394509	128394582	128394776	128388626	128388858	128398924	128399091	1713	8,0,79,4,6,0,0,7,24,0,1,0,6,6,60,52,0,0,29,0,2,0,14,0	11,35,0,0,0,0,0,0,41,0,0,0,8,111,0,1,0,0,0,0,3,0,4,0	196,28,98,104,6,0,0,0,14,52,116,0,30,158,0,105,0,0,31,0	0,0,0,0,0,0,0,0,0,0,26,0,97,0,0,0,15,19,0,0	344	344	1	1.0	0.421,0.0,1.0,1.0,1.0,NA,NA,1.0,0.369,NA,1.0,NA,0.429,0.051,1.0,0.981,NA,NA,1.0,NA,0.4,NA,0.778,NA	1.0,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,0.817,NA,0.236,1.0,NA,1.0,0.0,0.0,1.0,NA	-0.094
1715	"ENSG00000188739.14_2"	"RBM34"	chr1	-	235311718	235311762	235316020	235316080	235301405	235301489	235318195	235318427	1715	0,0,31,0,21,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,21,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0	210	194	1	1.0	NA,NA,1.0,0.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,1.0,NA,0.0,NA,1.0,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.2
1716	"ENSG00000154874.14_2"	"CCDC144B"	chr17	-	18446986	18447029	18454819	18455029	18441113	18445501	18456466	18456687	1716	0,0,66,2,36,222,0,2,5,111,65,58,1,274,0,91,433,158,0,98,4,0,14,15	0,0,18,6,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	1,165,0,34,54,2,0,0,0,0,52,1,44,0,0,0,0,0,0,0	0,14,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0	360	193	1	1.0	NA,NA,0.663,0.152,1.0,1.0,NA,0.013,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,0.889	1.0,0.863,NA,1.0,0.783,0.349,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA	-0.001
1717	"ENSG00000154874.14_2"	"CCDC144B"	chr17	-	18485971	18486100	18490979	18491193	18482970	18483924	18498034	18498059	1717	98,0,0,1,0,0,0,26,12,0,0,0,37,0,88,0,0,0,46,2,0,8,3,26	74,0,29,2,0,0,0,7,3,19,78,23,32,0,52,0,277,0,25,0,0,193,2,0	44,0,32,0,0,252,112,183,4,20,32,0,0,83,0,25,0,0,0,0	0,15,183,0,0,227,105,11,30,120,147,0,0,51,4,39,16,39,111,0	364	279	1	1.0	0.504,NA,0.0,0.277,NA,NA,NA,0.74,0.754,0.0,0.0,0.0,0.47,NA,0.565,NA,0.0,NA,0.585,1.0,NA,0.031,0.535,1.0	1.0,0.0,0.118,NA,NA,0.46,0.45,0.927,0.093,0.113,0.143,NA,NA,0.555,0.0,0.329,0.0,0.0,0.0,NA	0.125
1718	"ENSG00000132768.13_1"	"DPH2"	chr1	+	44436637	44436861	44437058	44437742	44436267	44436380	44437829	44438006	1718	0,326,0,3,0,0,0,76,0,2,0,10,0,0,42,78,0,0,21,0,0,0,5,0	0,186,7,47,48,87,0,0,2,3,17,0,0,89,0,0,0,166,0,0,0,0,6,58	0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,37,0,0,0	81,26,0,0,0,0,0,1,13,22,13,0,0,0,0,0,5,0,10,0	374	834	1	1.0	NA,0.796,0.0,0.125,0.0,0.0,NA,1.0,0.0,0.598,0.0,1.0,NA,0.0,1.0,1.0,NA,0.0,1.0,NA,NA,NA,0.65,0.0	0.0,0.0,NA,1.0,NA,NA,NA,0.0,0.0,0.739,0.0,NA,NA,NA,NA,NA,0.943,NA,0.0,NA	0.124
1719	"ENSG00000186998.15_1"	"EMID1"	chr22	+	29611515	29611619	29621121	29621205	29610914	29611028	29622478	29622540	1719	0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0	6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	254	234	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA,NA	0.0
1722	"ENSG00000145819.15_2"	"ARHGAP26"	chr5	+	142586762	142586873	142587008	142587038	142526795	142526946	142593561	142593653	1722	28,48,0,1,0,0,0,1,0,0,0,17,13,4,65,0,0,64,44,0,0,0,10,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	39,0,37,9,0,0,0,0,0,8,0,0,0,0,0,0,1,0,27,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	261	180	1	1.0	1.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,NA	1.0,NA,0.962,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	0.006
1723	"ENSG00000090060.17_1"	"PAPOLA"	chr14	+	96991646	96991728	96993766	96993876	96987342	96987409	96994289	96994343	1723	75,0,13,3,30,0,0,0,9,0,17,0,42,22,0,0,0,0,0,0,0,132,1,1	0,0,44,4,1,0,0,57,85,4,28,0,0,27,21,0,35,0,4,5,77,10,5,18	12,2,14,0,0,0,0,21,59,0,0,0,32,46,0,38,0,0,0,0	17,190,80,17,18,0,0,44,17,70,2,0,157,0,0,0,0,0,0,0	232	260	1	1.0	1.0,NA,0.249,0.457,0.971,NA,NA,0.0,0.106,0.0,0.405,NA,1.0,0.477,0.0,NA,0.0,NA,0.0,0.0,0.0,0.937,0.183,0.059	0.442,0.012,0.164,0.0,0.0,NA,NA,0.348,0.795,0.0,0.0,NA,0.186,1.0,NA,1.0,NA,NA,NA,NA	-0.004
1726	"ENSG00000155111.14_2"	"CDK19"	chr6	-	110953232	110953364	110959851	110959909	110948204	110948348	110988636	110988777	1726	0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,48,0,0,0,0,0	0,0,0,0,13,0,0,0,27,0,17,0,0,8,0,0,3,0,0,0,0,0,7,0	4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0	45,9,0,13,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0	208	282	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,0.0,1.0,NA,0.0,NA,1.0,NA,NA,NA,0.0,NA	0.108,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.063,NA,NA,NA,NA,NA,0.0,NA	0.216
1728	"ENSG00000270011.6_2"	"ZNF559-ZNF177"	chr19	+	9443690	9443789	9448471	9448693	9435370	9435456	9449169	9449258	1728	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7,1,0,0,0,0,0,26,0,6,3,0,0,51,0,17,0,0,17,0	249	372	1	1.0	NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,0.0,NA,0.0,NA,NA,0.0,NA	0.25
1729	"ENSG00000270011.6_2"	"ZNF559-ZNF177"	chr19	+	9451777	9451860	9475537	9475624	9435370	9435456	9486991	9487099	1729	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	233	237	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	-1.0
1731	"ENSG00000138468.15_2"	"SENP7"	chr3	-	101117704	101117899	101136436	101136634	101090851	101090970	101177798	101177896	1731	0,1,0,0,0,2,2,3,31,1,52,74,0,24,86,11,73,1,41,0,1,0,10,0	0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4,0	4,16,1,0,4,0,0,88,1,36,28,0,0,0,0,0,1,0,7,1	0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0	348	345	1	1.0	NA,1.0,NA,0.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.0,0.713,NA	1.0,1.0,1.0,NA,1.0,NA,NA,0.989,1.0,0.947,1.0,NA,NA,NA,NA,NA,1.0,NA,1.0,1.0	-0.121
1733	"ENSG00000169375.15_2"	"SIN3A"	chr15	-	75738569	75738736	75740393	75740514	75722527	75722749	75748128	75748156	1733	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	271	317	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	-1.0
1738	"ENSG00000173482.16_2"	"PTPRM"	chr18	+	8248147	8248174	8253224	8253412	8247842	8247917	8296365	8296453	1738	0,0,0,4,9,30,195,0,0,0,0,0,0,35,0,0,0,0,0,0,0,4,3,36	0,0,17,78,0,153,0,0,49,4,26,0,0,0,124,3,0,0,71,15,0,73,30,4	0,94,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0	84,78,43,17,16,70,27,10,29,64,0,0,7,26,0,16,30,0,0,0	177	338	1	1.0	NA,NA,0.0,0.089,1.0,0.272,1.0,NA,0.0,0.0,0.0,NA,NA,1.0,0.0,0.0,NA,NA,0.0,0.0,NA,0.095,0.16,0.945	0.0,0.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337,1.0,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	0.149
1744	"ENSG00000013561.17_2"	"RNF14"	chr5	+	141354368	141354520	141357867	141358395	141353147	141353307	141359687	141359916	1744	65,5,0,1,80,0,0,48,7,0,4,0,41,173,0,0,96,0,0,0,0,61,1,30	163,20,9,66,70,0,0,55,151,40,61,12,30,22,132,0,0,54,57,0,46,56,11,23	173,24,0,6,0,0,0,0,35,34,4,0,80,0,0,0,0,0,1,0	88,13,11,72,22,0,0,0,60,140,102,0,0,112,0,79,1,0,1,0	302	678	1	1.0	0.472,0.359,0.0,0.033,0.72,NA,NA,0.662,0.094,0.0,0.128,0.0,0.754,0.946,0.0,NA,1.0,0.0,0.0,NA,0.0,0.71,0.17,0.745	0.815,0.806,0.0,0.158,0.0,NA,NA,NA,0.567,0.353,0.081,NA,1.0,0.0,NA,0.0,0.0,NA,0.692,NA	-0.004
1745	"ENSG00000130649.9_2"	"CYP2E1"	chr10	+	135345088	135345238	135345627	135345788	135341000	135341076	135346195	135346372	1745	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0	55,9,0,0,0,95,0,0,0,0,46,0,27,1,0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0	300	311	1	1.0	0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.125
1747	"ENSG00000174938.14_2"	"SEZ6L2"	chr16	-	29884025	29884064	29884560	29884752	29883729	29883847	29884858	29885050	1747	35,246,2,194,19,11,6,9,10,0,78,0,6,431,218,16,0,98,115,0,133,1,21,12	22,0,0,13,21,0,0,22,11,6,24,0,10,84,0,24,0,0,0,9,0,0,4,0	217,6,12,118,0,0,0,29,188,447,113,0,93,83,0,35,53,124,4,0	1,0,0,14,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,0	342	189	1	1.0	0.468,1.0,1.0,0.892,0.333,1.0,1.0,0.184,0.334,0.0,0.642,NA,0.249,0.739,1.0,0.269,NA,1.0,1.0,0.0,1.0,1.0,0.744,1.0	0.992,1.0,1.0,0.823,NA,NA,NA,1.0,0.963,1.0,1.0,NA,0.928,1.0,NA,1.0,0.745,1.0,1.0,NA	-0.286
1748	"ENSG00000091409.14_2"	"ITGA6"	chr2	+	173335701	173335833	173337501	173337618	173333852	173334108	173338782	173338993	1748	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8	0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	24,0,22,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,37,0,0,0,24,0,0,0,0,0,0,0	282	267	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0	1.0,0.0,1.0,NA,1.0,NA,NA,NA,0.0,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.095
1749	"ENSG00000184047.15_2"	"DIABLO"	chr12	-	122709058	122709191	122709191	122709295	122702812	122702944	122710511	122710599	1749	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0	0,0,18,0,1,0,0,0,22,4,0,0,0,69,46,0,0,0,26,1,0,194,7,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	48,1,0,4,0,0,0,3,26,28,35,0,0,0,0,0,4,84,0,0	254	283	1	1.0	NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA,0.0,0.614,NA	0.0,0.0,NA,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,NA,NA,1.0,NA,0.0,0.0,NA,NA	-0.039
1751	"ENSG00000160058.18_1"	"BSDC1"	chr1	-	32846814	32846869	32852379	32852496	32844324	32844440	32859680	32859741	1751	0,0,0,8,38,0,224,33,0,0,0,0,0,22,46,0,0,0,25,0,0,0,6,0	2,3,74,0,18,0,0,1,0,21,0,0,17,1,0,0,0,0,1,54,7,0,8,1	16,47,19,0,11,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0	0,30,88,36,0,0,0,0,85,41,0,0,0,36,0,14,14,0,0,0	267	205	1	1.0	0.0,0.0,0.0,1.0,0.618,NA,1.0,0.962,NA,0.0,NA,NA,0.0,0.944,1.0,NA,NA,NA,0.95,0.0,0.0,NA,0.365,0.0	1.0,0.546,0.142,0.0,1.0,NA,NA,1.0,0.0,0.0,1.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	0.037
1752	"ENSG00000160058.18_1"	"BSDC1"	chr1	-	32849430	32849540	32852379	32852496	32846814	32846869	32859680	32859741	1752	0,0,0,8,38,0,224,33,0,0,0,0,0,22,46,0,0,0,25,0,0,0,6,0	0,17,0,34,64,0,1,0,0,5,0,0,0,47,37,115,0,343,31,0,0,0,0,2	16,45,19,0,11,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0	58,58,0,65,5,0,0,0,50,76,81,0,2,2,0,1,13,0,0,0	267	260	1	1.0	NA,0.0,NA,0.186,0.366,NA,0.995,1.0,NA,0.0,NA,NA,NA,0.313,0.548,0.0,NA,0.0,0.44,NA,NA,NA,1.0,0.0	0.212,0.43,1.0,0.0,0.682,NA,NA,1.0,0.0,0.0,0.117,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	0.108
1753	"ENSG00000160058.18_1"	"BSDC1"	chr1	-	32849430	32849598	32852379	32852496	32846814	32846869	32859680	32859741	1753	0,0,0,8,38,0,224,33,0,0,0,0,0,22,46,0,0,0,25,0,0,0,6,0	0,17,0,34,79,0,1,0,0,5,40,0,0,57,117,115,0,343,64,0,0,0,4,44	16,45,19,0,11,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0	61,58,23,72,7,0,0,0,64,76,81,0,2,20,0,9,52,0,0,0	267	318	1	1.0	NA,0.0,NA,0.219,0.364,NA,0.996,1.0,NA,0.0,0.0,NA,NA,0.315,0.319,0.0,NA,0.0,0.318,NA,NA,NA,0.641,0.0	0.238,0.48,0.496,0.0,0.652,NA,NA,1.0,0.0,0.0,0.139,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	0.067
1757	"ENSG00000148408.12_2"	"CACNA1B"	chr9	+	140990935	140991063	140997162	140997259	140972565	140972710	141000150	141000259	1757	0,0,1,6,0,0,0,68,0,22,15,14,0,30,30,99,0,0,24,0,0,1,5,2	13,0,5,4,27,92,75,30,48,13,0,4,18,85,31,2,0,0,34,83,0,95,8,27	31,1,0,0,5,0,0,0,13,24,0,0,0,94,0,74,70,0,0,0	0,0,116,31,15,0,0,36,0,44,76,0,0,0,1,0,87,0,0,0	278	247	1	1.0	0.0,NA,0.151,0.571,0.0,0.0,0.0,0.668,0.0,0.601,1.0,0.757,0.0,0.239,0.462,0.978,NA,NA,0.385,0.0,NA,0.009,0.357,0.062	1.0,1.0,0.0,0.0,0.228,NA,NA,0.0,1.0,0.326,0.0,NA,NA,1.0,0.0,1.0,0.417,NA,NA,NA	-0.147
